Service,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
9,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442,0.01442
10,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451,0.01451
11,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461,0.01461
12,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147
13,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148
14,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149
15,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015
16,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509,0.01509
17,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519,0.01519
18,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529,0.01529
